Zip code,city,subcity,province
Post-code,Gemeente,Deelgemeente,Provincie
4280,Hannut,Thisnes,Liège
4280,Hannut,Trognée,Liège
4280,Hannut,Villers-le-Peuplier,Liège
4280,Hannut,Wansin,Liège
4287,Lincent,Pellaines,Liège
4287,Lincent,Racour,Liège
4300,Waremme,Bettincourt,Liège
4300,Waremme,Bleret,Liège
4300,Waremme,Bovenistier,Liège
4300,Waremme,Grand-Axhe,Liège
4300,Waremme,Lantremange,Liège
4300,Waremme,Oleye,Liège
4317,Faimes,Aineffe,Liège
4317,Faimes,Borlez,Liège
4317,Faimes,Celles,Liège
4317,Faimes,Les Waleffes,Liège
4317,Faimes,Viemme,Liège
4340,Awans,Fooz,Liège
4340,Awans,Othée,Liège
4340,Awans,Villers-Évêque,Liège
4342,Awans,Hognoul,Liège
4347,Fexhe-le-Haut-Clocher,Freloux,Liège
4347,Fexhe-le-Haut-Clocher,Noville,Liège
4347,Fexhe-le-Haut-Clocher,Roloux,Liège
4347,Fexhe-le-Haut-Clocher,Voroux-Goreux,Liège
4350,Remicourt,Lamine,Liège
4350,Remicourt,Momalle,Liège
4350,Remicourt,Pousset,Liège
4351,Remicourt,Hodeige,Liège
4357,Donceel,Haneffe,Liège
4357,Donceel,Jeneffe,Liège
4357,Donceel,Limont,Liège
4360,Oreye,Bergilers,Liège
4360,Oreye,Grandville,Liège
4360,Oreye,Lens-sur-Geer,Liège
4360,Oreye,Otrange,Liège
4367,Crisnée,Fize-le-Marsal,Liège
4367,Crisnée,Kemexhe,Liège
4367,Crisnée,Odeur,Liège
4367,Crisnée,Thys,Liège
4400,Flémalle,Awirs,Liège
4400,Flémalle,Chokier,Liège
4400,Flémalle,Flémalle-Grande,Liège
4400,Flémalle,Flémalle-Haute,Liège
4400,Flémalle,Gleixhe,Liège
4400,Flémalle,Ivoz-Ramet,Liège
4400,Flémalle,Mons-lez-Liège,Liège
4420,Saint-Nicolas,Montegnée,Liège
4420,Saint-Nicolas,Tilleur,Liège
4431,Ans,Loncin,Liège
4432,Ans,Alleur,Liège
4432,Ans,Xhendremael,Liège
4450,Juprelle,Lantin,Liège
4450,Juprelle,Slins,Liège
4451,Juprelle,Voroux-lez-Liers,Liège
4452,Juprelle,Paifve,Liège
4452,Juprelle,Wihogne,Liège
4453,Juprelle,Villers-Saint-Siméon,Liège
4458,Juprelle,Fexhe-Slins,Liège
4460,Grâce-Hollogne,Bierset,Liège
4460,Grâce-Hollogne,Grâce-Berleur,Liège
4460,Grâce-Hollogne,Hollogne-aux-Pierres,Liège
4460,Grâce-Hollogne,Horion-Hozémont,Liège
4460,Grâce-Hollogne,Velroux,Liège
4480,Engis,Clermont-sous-Huy,Liège
4480,Engis,Hermalle-sous-Huy,Liège
4500,Huy,Ben-Ahin,Liège
4500,Huy,Neuville-sous-Huy,Liège
4500,Huy,Tihange,Liège
4520,Wanze,Antheit,Liège
4520,Wanze,Bas-Oha,Liège
4520,Wanze,Huccorgne,Liège
4520,Wanze,Moha,Liège
4520,Wanze,Vinalmont,Liège
4530,Villers-le-Bouillet,Fize-Fontaine,Liège
4530,Villers-le-Bouillet,Vaux-et-Borset,Liège
4530,Villers-le-Bouillet,Vieux-Waleffe,Liège
4530,Villers-le-Bouillet,Warnant-Dreye,Liège
4537,Verlaine,Chapon-Seraing,Liège
4537,Verlaine,Seraing-le-Château,Liège
4540,Amay,Ampsin,Liège
4540,Amay,Flône,Liège
4540,Amay,Jehay-Bodegnée,Liège
4540,Amay,Ombret-Rawsa,Liège
4550,Nandrin,Saint-Séverin,Liège
4550,Nandrin,Villers-le-Temple,Liège
4550,Nandrin,Yernée-Fraineux,Liège
4557,Tinlot,Abée,Liège
4557,Tinlot,Fraiture,Liège
4557,Tinlot,Ramelot,Liège
4557,Tinlot,Seny,Liège
4557,Tinlot,Soheit-Tinlot,Liège
4560,Clavier,Bois-et-Borsu,Liège
4560,Clavier,Les Avins,Liège
4560,Clavier,Ocquier,Liège
4560,Clavier,Pailhe,Liège
4560,Clavier,Terwagne,Liège
4570,Marchin,Vyle-et-Tharoul,Liège
4577,Modave,Linchet,Liège
4577,Modave,Outrelouxhe,Liège
4577,Modave,Strée,Liège
4577,Modave,Vierset-Barse,Liège
4590,Ouffet,Ellemelle,Liège
4590,Ouffet,Warzée,Liège
4600,Visé,Lanaye,Liège
4600,Visé,Lixhe,Liège
4600,Visé,Richelle,Liège
4601,Visé,Argenteau,Liège
4602,Visé,Cheratte,Liège
4606,Dalhem,Saint-André,Liège
4607,Blégny,Feneur,Liège
4607,Dalhem,Berneau,Liège
4607,Dalhem,Bombaye,Liège
4607,Dalhem,Mortroux,Liège
4608,Dalhem,Neufchâteau,Liège
4608,Dalhem,Warsage,Liège
4610,Beyne-Heusay,Bellaire,Liège
4610,Beyne-Heusay,Queue-du-Bois,Liège
4621,Fléron,Retinne,Liège
4623,Fléron,Magnée,Liège
4624,Fléron,Romsée,Liège
4630,Soumagne,Ayeneux,Liège
4630,Soumagne,Micheroux,Liège
4631,Soumagne,Evegnée,Liège
4631,Soumagne,Tignée,Liège
4632,Soumagne,Cerexhe-Heuseux,Liège
4633,Soumagne,Melen,Liège
4650,Herve,Chaineux,Liège
4650,Herve,Grand-Rechain,Liège
4650,Herve,Julémont,Liège
4651,Herve,Battice,Liège
4652,Herve,Xhendelesse,Liège
4653,Herve,Bolland,Liège
4654,Herve,Charneux,Liège
4670,Blégny,Mortier,Liège
4670,Blégny,Trembleur,Liège
4671,Blégny,Barchon,Liège
4671,Blégny,Housse,Liège
4671,Blégny,Saive,Liège
4672,Blégny,Saint-Remy,Liège
4680,Oupeye,Hermée,Liège
4681,Oupeye,Hermalle-sous-Argenteau,Liège
4682,Oupeye,Heure-le-Romain,Liège
4682,Oupeye,Houtain-Saint-Siméon,Liège
4683,Oupeye,Vivegnis,Liège
4684,Oupeye,Haccourt,Liège
4690,Bassenge,Boirs,Liège
4690,Bassenge,Eben-Emael,Liège
4690,Bassenge,Glons,Liège
4690,Bassenge,Roclenge-sur-Geer,Liège
4690,Bassenge,Wonck,Liège
4701,Eupen,Kettenis,Liège
4711,Lontzen,Walhorn,Liège
4721,Kelmis,Neu-Moresnet,Liège
4728,Kelmis,Hergenrath,Liège
4730,Raeren,Hauset,Liège
4731,Raeren,Eynatten,Liège
4750,Bütgenbach,Elsenborn,Liège
4760,Büllingen,Manderfeld,Liège
4761,Büllingen,Rocherath,Liège
4770,Amel,Meyerode,Liège
4771,Amel,Heppenbach,Liège
4780,Sankt Vith,Recht,Liège
4782,Sankt Vith,Schönberg,Liège
4783,Sankt Vith,Lommersweiler,Liège
4784,Sankt Vith,Crombach,Liège
4790,Burg-Reuland,Reuland,Liège
4791,Burg-Reuland,Thommen,Liège
4800,Verviers,Ensival,Liège
4800,Verviers,Lambermont,Liège
4800,Verviers,Petit-Rechain,Liège
4801,Verviers,Stembert,Liège
4802,Verviers,Heusy,Liège
4821,Dison,Andrimont,Liège
4831,Limbourg,Bilstain,Liège
4834,Limbourg,Goé,Liège
4837,Baelen,Membach,Liège
4841,Welkenraedt,Henri-Chapelle,Liège
4845,Jalhay,Sart,Liège
4850,Plombières,Montzen,Liège
4850,Plombières,Moresnet,Liège
4851,Plombières,Gemmenich,Liège
4851,Plombières,Sippenaeken,Liège
4852,Plombières,Hombourg,Liège
4860,Pepinster,Cornesse,Liège
4860,Pepinster,Wegnez,Liège
4861,Pepinster,Soiron,Liège
4870,Trooz,Forêt,Liège
4870,Trooz,Fraipont,Liège
4870,Trooz,Nessonvaux,Liège
4890,Thimister-Clermont,Clermont,Liège
4890,Thimister-Clermont,Thimister,Liège
4910,Theux,La Reid,Liège
4910,Theux,Polleur,Liège
4920,Aywaille,Ernonheid,Liège
4920,Aywaille,Harzé,Liège
4920,Aywaille,Sougné-Remouchamps,Liège
4950,Waimes,Faymonville,Liège
4950,Waimes,Robertville,Liège
4960,Malmedy,Bellevaux-Ligneuville,Liège
4960,Malmedy,Bevercé,Liège
4970,Stavelot,Francorchamps,Liège
4980,Trois-Ponts,Fosse,Liège
4980,Trois-Ponts,Wanne,Liège
4983,Trois-Ponts,Basse-Bodeux,Liège
4987,Stoumont,Chevron,Liège
4987,Stoumont,La Gleize,Liège
4987,Stoumont,Lorcé,Liège
4987,Stoumont,Rahier,Liège
4990,Lierneux,Arbrefontaine,Liège
4990,Lierneux,Bra,Liège
5000,Namur,Beez,Namur
5001,Namur,Belgrade,Namur
5002,Namur,Saint-Servais,Namur
5003,Namur,Saint-Marc,Namur
5004,Namur,Bouge,Namur
5020,Namur,Champion,Namur
5020,Namur,Daussoulx,Namur
5020,Namur,Flawinne,Namur
5020,Namur,Malonne,Namur
5020,Namur,Suarlée,Namur
5020,Namur,Temploux,Namur
5020,Namur,Vedrin,Namur
5021,Namur,Boninne,Namur
5022,Namur,Cognelée,Namur
5024,Namur,Gelbressée,Namur
5024,Namur,Marches-les-Dames,Namur
5030,Gembloux,Beuzet,Namur
5030,Gembloux,Ernage,Namur
5030,Gembloux,Grand-Manil,Namur
5030,Gembloux,Lonzée,Namur
5030,Gembloux,Sauvenière,Namur
5031,Gembloux,Grand-Leez,Namur
5032,Gembloux,Bossière,Namur
5032,Gembloux,Bothey,Namur
5032,Gembloux,Corroy-le-Château,Namur
5032,Gembloux,Isnes,Namur
5032,Gembloux,Mazy,Namur
5060,Sambreville,Arsimont,Namur
5060,Sambreville,Auvelais,Namur
5060,Sambreville,Falisolle,Namur
5060,Sambreville,Keumiée,Namur
5060,Sambreville,Moignelée,Namur
5060,Sambreville,Tamines,Namur
5060,Sambreville,Velaine,Namur
5070,Fosses-la-Ville,Aisemont,Namur
5070,Fosses-la-Ville,Le Roux,Namur
5070,Fosses-la-Ville,Sart-Eustache,Namur
5070,Fosses-la-Ville,Sart-Saint-Laurent,Namur
5070,Fosses-la-Ville,Vitrival,Namur
5080,La Bruyère,Emines,Namur
5080,La Bruyère,Rhisnes,Namur
5080,La Bruyère,Villers-lez-Heest,Namur
5080,La Bruyère,Warisoulx,Namur
5081,La Bruyère,Bovesse,Namur
5081,La Bruyère,Meux,Namur
5081,La Bruyère,Saint-Denis,Namur
5100,Namur,Dave,Namur
5100,Namur,Jambes,Namur
5100,Namur,Naninne,Namur
5100,Namur,Wépion,Namur
5100,Namur,Wierde,Namur
5101,Namur,Erpent,Namur
5101,Namur,Lives-sur-Meuse,Namur
5101,Namur,Loyers,Namur
5140,Sombreffe,Boignée,Namur
5140,Sombreffe,Ligny,Namur
5140,Sombreffe,Tongrinne,Namur
5150,Floreffe,Floriffoux,Namur
5150,Floreffe,Franière,Namur
5150,Floreffe,Soye,Namur
5170,Profondeville,Arbre,Namur
5170,Profondeville,Bois-de-Villers,Namur
5170,Profondeville,Lesve,Namur
5170,Profondeville,Lustin,Namur
5170,Profondeville,Rivière,Namur
5190,Jemeppe-sur-Sambre,Balâtre,Namur
5190,Jemeppe-sur-Sambre,Ham-sur-Sambre,Namur
5190,Jemeppe-sur-Sambre,Mornimont,Namur
5190,Jemeppe-sur-Sambre,Moustier,Namur
5190,Jemeppe-sur-Sambre,Onoz,Namur
5190,Jemeppe-sur-Sambre,Saint-Martin,Namur
5190,Jemeppe-sur-Sambre,Spy,Namur
5300,Andenne,Bonneville,Namur
5300,Andenne,Coutisse,Namur
5300,Andenne,Landenne,Namur
5300,Andenne,Maizeret,Namur
5300,Andenne,Namêche,Namur
5300,Andenne,Sclayn,Namur
5300,Andenne,Seilles,Namur
5300,Andenne,Thon,Namur
5300,Andenne,Vezin,Namur
5310,Éghezée,Aische-en-Refail,Namur
5310,Éghezée,Bolinne,Namur
5310,Éghezée,Boneffe,Namur
5310,Éghezée,Branchon,Namur
5310,Éghezée,Dhuy,Namur
5310,Éghezée,Hanret,Namur
5310,Éghezée,Leuze,Namur
5310,Éghezée,Liernu,Namur
5310,Éghezée,Longchamps,Namur
5310,Éghezée,Mehaigne,Namur
5310,Éghezée,Noville-sur-Mehaigne,Namur
5310,Éghezée,Saint-Germain,Namur
5310,Éghezée,Taviers,Namur
5310,Éghezée,Upigny,Namur
5310,Éghezée,Waret-la-Chaussée,Namur
5330,Assesse,Maillen,Namur
5330,Assesse,Sart-Bernard,Namur
5332,Assesse,Crupet,Namur
5333,Assesse,Sorinne-la-Longue,Namur
5334,Assesse,Florée,Namur
5336,Assesse,Courrière,Namur
5340,Gesves,Faulx-les-Tombes,Namur
5340,Gesves,Haltinne,Namur
5340,Gesves,Mozet,Namur
5340,Gesves,Sorée,Namur
5350,Ohey,Evelette,Namur
5351,Ohey,Haillot,Namur
5352,Ohey,Perwez,Namur
5353,Ohey,Goesnes,Namur
5354,Ohey,Jallet,Namur
5360,Hamois,Natoye,Namur
5361,Hamois,Mohiville,Namur
5361,Hamois,Scy,Namur
5362,Hamois,Achet,Namur
5363,Hamois,Emptinne,Namur
5364,Hamois,Schaltin,Namur
5370,Havelange,Barvaux-Condroz,Namur
5370,Havelange,Flostoy,Namur
5370,Havelange,Jeneffe,Namur
5370,Havelange,Porcheresse,Namur
5370,Havelange,Verlée,Namur
5372,Havelange,Méan,Namur
5374,Havelange,Maffe,Namur
5376,Havelange,Miécret,Namur
5377,Somme-Leuze,Baillonville,Namur
5377,Somme-Leuze,Bonsin,Namur
5377,Somme-Leuze,Heure,Namur
5377,Somme-Leuze,Hogne,Namur
5377,Somme-Leuze,Nettinne,Namur
5377,Somme-Leuze,Noiseux,Namur
5377,Somme-Leuze,Sinsin,Namur
5377,Somme-Leuze,Waillet,Namur
5380,Fernelmont,Bierwart,Namur
5380,Fernelmont,Cortil-Wodon,Namur
5380,Fernelmont,Forville,Namur
5380,Fernelmont,Franc-Waret,Namur
5380,Fernelmont,Hemptinne,Namur
5380,Fernelmont,Hingeon,Namur
5380,Fernelmont,Marchovelette,Namur
5380,Fernelmont,Noville-les-Bois,Namur
5380,Fernelmont,Pontillas,Namur
5380,Fernelmont,Tillier,Namur
5500,Dinant,Anseremme,Namur
5500,Dinant,Bouvignes-sur-Meuse,Namur
5500,Dinant,Dréhance,Namur
5500,Dinant,Falmagne,Namur
5500,Dinant,Falmignoul,Namur
5500,Dinant,Furfooz,Namur
5501,Dinant,Lisogne,Namur
5502,Dinant,Thynes,Namur
5503,Dinant,Sorinnes,Namur
5504,Dinant,Foy-Notre-Dame,Namur
5520,Onhaye,Anthée,Namur
5521,Onhaye,Serville,Namur
5522,Onhaye,Falaën,Namur
5523,Onhaye,Sommière,Namur
5523,Onhaye,Weillen,Namur
5524,Onhaye,Gérin,Namur
5530,Yvoir,Dorinne,Namur
5530,Yvoir,Durnal,Namur
5530,Yvoir,Evrehailles,Namur
5530,Yvoir,Godinne,Namur
5530,Yvoir,Houx,Namur
5530,Yvoir,Mont,Namur
5530,Yvoir,Purnode,Namur
5530,Yvoir,Spontin,Namur
5537,Anhée,Annevoie-Rouillon,Namur
5537,Anhée,Bioul,Namur
5537,Anhée,Denée,Namur
5537,Anhée,Haut-le-Wastia,Namur
5537,Anhée,Madredet,Namur
5537,Anhée,Salet,Namur
5537,Anhée,Sosoye,Namur
5537,Anhée,Warnant,Namur
5540,Hastière,Hastière-Lavaux,Namur
5540,Hastière,Hermeton-sur-Meuse,Namur
5540,Hastière,Waulsort,Namur
5541,Hastière,Hastière-par-delà,Namur
5542,Hastière,Blaimont,Namur
5543,Hastière,Heer,Namur
5544,Hastière,Agimont,Namur
5550,Vresse-sur-Semois,Alle,Namur
5550,Vresse-sur-Semois,Bagimont,Namur
5550,Vresse-sur-Semois,Bohan,Namur
5550,Vresse-sur-Semois,Chairière,Namur
5550,Vresse-sur-Semois,Laforêt,Namur
5550,Vresse-sur-Semois,Membre,Namur
5550,Vresse-sur-Semois,Mouzaive,Namur
5550,Vresse-sur-Semois,Nafraiture,Namur
5550,Vresse-sur-Semois,Orchimont,Namur
5550,Vresse-sur-Semois,Pussemange,Namur
5550,Vresse-sur-Semois,Sugny,Namur
5550,Vresse-sur-Semois,Vresse,Namur
5555,Bièvre,Baillamont,Namur
5555,Bièvre,Bellefontaine,Namur
5555,Bièvre,Cornimont,Namur
5555,Bièvre,Graide,Namur
5555,Bièvre,Gros-Fays,Namur
5555,Bièvre,Monceau-en-Ardenne,Namur
5555,Bièvre,Naomé,Namur
5555,Bièvre,Oizy,Namur
5555,Bièvre,Petit-Fays,Namur
5560,Houyet,Ciergnon,Namur
5560,Houyet,Finnevaux,Namur
5560,Houyet,Hulsonniaux,Namur
5560,Houyet,Mesnil-Église,Namur
5560,Houyet,Mesnil-Saint-Blaise,Namur
5561,Houyet,Celles,Namur
5562,Houyet,Custinne,Namur
5563,Houyet,Hour,Namur
5564,Houyet,Wanlin,Namur
5570,Beauraing,Baronville,Namur
5570,Beauraing,Dion,Namur
5570,Beauraing,Felenne,Namur
5570,Beauraing,Feschaux,Namur
5570,Beauraing,Honnay,Namur
5570,Beauraing,Javingue,Namur
5570,Beauraing,Vonêche,Namur
5570,Beauraing,Wancennes,Namur
5570,Beauraing,Winenne,Namur
5571,Beauraing,Wiesme,Namur
5572,Beauraing,Focant,Namur
5573,Beauraing,Martouzin-Neuville,Namur
5574,Beauraing,Pondrôme,Namur
5575,Gedinne,Bourseigne-Neuve,Namur
5575,Gedinne,Bourseigne-Vieille,Namur
5575,Gedinne,Houdremont,Namur
5575,Gedinne,Louette-Saint-Denis,Namur
5575,Gedinne,Louette-Saint-Pierre,Namur
5575,Gedinne,Malvoisin,Namur
5575,Gedinne,Patignies,Namur
5575,Gedinne,Rienne,Namur
5575,Gedinne,Sart-Custinne,Namur
5575,Gedinne,Vencimont,Namur
5575,Gedinne,Willerzie,Namur
5576,Beauraing,Froidfontaine,Namur
5580,Rochefort,Ave-et-Auffe,Namur
5580,Rochefort,Buissonville,Namur
5580,Rochefort,Eprave,Namur
5580,Rochefort,Han-sur-Lesse,Namur
5580,Rochefort,Jemelle,Namur
5580,Rochefort,Lavaux-Sainte-Anne,Namur
5580,Rochefort,Lessive,Namur
5580,Rochefort,Mont-Gauthier,Namur
5580,Rochefort,Villers-sur-Lesse,Namur
5580,Rochefort,Wavreille,Namur
5590,Ciney,Achêne,Namur
5590,Ciney,Braibant,Namur
5590,Ciney,Chevetogne,Namur
5590,Ciney,Conneux,Namur
5590,Ciney,Leignon,Namur
5590,Ciney,Pessoux,Namur
5590,Ciney,Serinchamps,Namur
5590,Ciney,Sovet,Namur
5600,Philippeville,Fagnolle,Namur
5600,Philippeville,Franchimont,Namur
5600,Philippeville,Jamagne,Namur
5600,Philippeville,Jamiolle,Namur
5600,Philippeville,Merlemont,Namur
5600,Philippeville,Neuville,Namur
5600,Philippeville,Omezée,Namur
5600,Philippeville,Roly,Namur
5600,Philippeville,Romedenne,Namur
5600,Philippeville,Samart,Namur
5600,Philippeville,Sart-en-Fagne,Namur
5600,Philippeville,Sautour,Namur
5600,Philippeville,Surice,Namur
5600,Philippeville,Villers-en-Fagne,Namur
5600,Philippeville,Villers-le-Gambon,Namur
5600,Philippeville,Vodecée,Namur
5620,Florennes,Corenne,Namur
5620,Florennes,Flavion,Namur
5620,Florennes,Hemptinne,Namur
5620,Florennes,Morville,Namur
5620,Florennes,Rosée,Namur
5620,Florennes,Saint-Aubin,Namur
5621,Florennes,Hanzinelle,Namur
5621,Florennes,Hanzinne,Namur
5621,Florennes,Morialmé,Namur
5621,Florennes,Thy-le-Bauduin,Namur
5630,Cerfontaine,Daussois,Namur
5630,Cerfontaine,Senzeille,Namur
5630,Cerfontaine,Silenrieux,Namur
5630,Cerfontaine,Soumoy,Namur
5630,Cerfontaine,Villers-Deux-Églises,Namur
5640,Mettet,Biesme,Namur
5640,Mettet,Biesmerée,Namur
5640,Mettet,Graux,Namur
5640,Mettet,Oret,Namur
5640,Mettet,Saint-Gérard,Namur
5641,Mettet,Furnaux,Namur
5644,Mettet,Ermeton-sur-Biert,Namur
5646,Mettet,Stave,Namur
5650,Walcourt,Castillon,Namur
5650,Walcourt,Chastrès,Namur
5650,Walcourt,Clermont,Namur
5650,Walcourt,Fontenelle,Namur
5650,Walcourt,Fraire,Namur
5650,Walcourt,Pry,Namur
5650,Walcourt,Vogenée,Namur
5650,Walcourt,Yves-Gomezée,Namur
5651,Walcourt,Berzée,Namur
5651,Walcourt,Gourdinne,Namur
5651,Walcourt,Laneffe,Namur
5651,Walcourt,Rognée,Namur
5651,Walcourt,Somzée,Namur
5651,Walcourt,Tarcienne,Namur
5651,Walcourt,Thy-le-Château,Namur
5660,Couvin,Aublain,Namur
5660,Couvin,Boussu-en-Fagne,Namur
5660,Couvin,Brûly,Namur
5660,Couvin,Brûly-de-Pesche,Namur
5660,Couvin,Cul-des-Sarts,Namur
5660,Couvin,Dailly,Namur
5660,Couvin,Frasnes,Namur
5660,Couvin,Gonrieux,Namur
5660,Couvin,Mariembourg,Namur
5660,Couvin,Pesche,Namur
5660,Couvin,Petigny,Namur
5660,Couvin,Petite-Chapelle,Namur
5660,Couvin,Presgaux,Namur
5670,Viroinval,Dourbes,Namur
5670,Viroinval,Le Mesnil,Namur
5670,Viroinval,Mazée,Namur
5670,Viroinval,Nismes,Namur
5670,Viroinval,Oignies-en-Thiérache,Namur
5670,Viroinval,Olloy-sur-Viroin,Namur
5670,Viroinval,Treignes,Namur
5670,Viroinval,Vierves-sur-Viroin,Namur
5680,Doische,Gimnée,Namur
5680,Doische,Gochenée,Namur
5680,Doische,Matagne-la-Grande,Namur
5680,Doische,Matagne-la-Petite,Namur
5680,Doische,Niverlée,Namur
5680,Doische,Romerée,Namur
5680,Doische,Soulme,Namur
5680,Doische,Vaucelles,Namur
5680,Doische,Vodelée,Namur
6001,Charleroi,Marcinelle,Hainaut
6010,Charleroi,Couillet,Hainaut
6020,Charleroi,Dampremy,Hainaut
6030,Charleroi,Goutroux,Hainaut
6030,Charleroi,Marchienne-au-Pont,Hainaut
6031,Charleroi,Monceau-sur-Sambre,Hainaut
6032,Charleroi,Mont-sur-Marchienne,Hainaut
6040,Charleroi,Jumet,Hainaut
6041,Charleroi,Gosselies,Hainaut
6042,Charleroi,Lodelinsart,Hainaut
6043,Charleroi,Ransart,Hainaut
6044,Charleroi,Roux,Hainaut
6060,Charleroi,Gilly,Hainaut
6061,Charleroi,Montignies-sur-Sambre,Hainaut
6111,Montigny-le-Tilleul,Landelies,Hainaut
6120,Ham-sur-Heure-Nalinnes,Cour-sur-Heure,Hainaut
6120,Ham-sur-Heure-Nalinnes,Ham-sur-Heure,Hainaut
6120,Ham-sur-Heure-Nalinnes,Jamioulx,Hainaut
6120,Ham-sur-Heure-Nalinnes,Marbaix,Hainaut
6120,Ham-sur-Heure-Nalinnes,Nalinnes,Hainaut
6141,Fontaine-l'Évêque,Forchies-la-Marche,Hainaut
6142,Fontaine-l'Évêque,Leernes,Hainaut
6181,Courcelles,Gouy-lez-Piéton,Hainaut
6182,Courcelles,Souvret,Hainaut
6183,Courcelles,Trazegnies,Hainaut
6200,Châtelet,Bouffioulx,Hainaut
6200,Châtelet,Châtelineau,Hainaut
6210,Les Bons Villers,Frasnes-lez-Gosselies,Hainaut
6210,Les Bons Villers,Rèves,Hainaut
6210,Les Bons Villers,Villers-Perwin,Hainaut
6210,Les Bons Villers,Wayaux,Hainaut
6211,Les Bons Villers,Mellet,Hainaut
6220,Fleurus,Heppignies,Hainaut
6220,Fleurus,Lambusart,Hainaut
6220,Fleurus,Wangenies,Hainaut
6221,Fleurus,Saint-Amand,Hainaut
6222,Fleurus,Brye,Hainaut
6223,Fleurus,Wagnelée,Hainaut
6224,Fleurus,Wanfercée-Baulet,Hainaut
6230,Pont-à-Celles,Buzet,Hainaut
6230,Pont-à-Celles,Obaix,Hainaut
6230,Pont-à-Celles,Thiméon,Hainaut
6230,Pont-à-Celles,Viesville,Hainaut
6238,Pont-à-Celles,Liberchies,Hainaut
6238,Pont-à-Celles,Luttre,Hainaut
6240,Farciennes,Pironchamps,Hainaut
6250,Aiseau-Presles,Aiseau,Hainaut
6250,Aiseau-Presles,Pont-de-Loup,Hainaut
6250,Aiseau-Presles,Presles,Hainaut
6250,Aiseau-Presles,Roselies,Hainaut
6280,Gerpinnes,Acoz,Hainaut
6280,Gerpinnes,Gougnies,Hainaut
6280,Gerpinnes,Joncret,Hainaut
6280,Gerpinnes,Loverval,Hainaut
6280,Gerpinnes,Villers-Poterie,Hainaut
6440,Froidchapelle,Boussu-lez-Walcourt,Hainaut
6440,Froidchapelle,Fourbechies,Hainaut
6440,Froidchapelle,Vergnies,Hainaut
6441,Froidchapelle,Erpion,Hainaut
6460,Chimay,Bailièvre,Hainaut
6460,Chimay,Robechies,Hainaut
6460,Chimay,Saint-Remy,Hainaut
6460,Chimay,Salles,Hainaut
6460,Chimay,Villers-la-Tour,Hainaut
6461,Chimay,Virelles,Hainaut
6462,Chimay,Vaulx,Hainaut
6463,Chimay,Lompret,Hainaut
6464,Chimay,Baileux,Hainaut
6464,Chimay,Bourlers,Hainaut
6464,Chimay,Forges,Hainaut
6464,Chimay,L'Escaillère,Hainaut
6464,Chimay,Rièzes,Hainaut
6470,Sivry-Rance,Grandrieu,Hainaut
6470,Sivry-Rance,Montbliart,Hainaut
6470,Sivry-Rance,Rance,Hainaut
6470,Sivry-Rance,Sautin,Hainaut
6470,Sivry-Rance,Sivry,Hainaut
6500,Beaumont,Barbençon,Hainaut
6500,Beaumont,Leugnies,Hainaut
6500,Beaumont,Leval-Chaudeville,Hainaut
6500,Beaumont,Renlies,Hainaut
6500,Beaumont,Solre-Saint-Géry,Hainaut
6500,Beaumont,Thirimont,Hainaut
6511,Beaumont,Strée,Hainaut
6530,Thuin,Leers-et-Fosteau,Hainaut
6531,Thuin,Biesme-sous-Thuin,Hainaut
6532,Thuin,Ragnies,Hainaut
6533,Thuin,Biercée,Hainaut
6534,Thuin,Gozeé,Hainaut
6536,Thuin,Donstiennes,Hainaut
6536,Thuin,Thuillies,Hainaut
6540,Lobbes,Mont-Sainte-Geneviève,Hainaut
6542,Lobbes,Sars-la-Buissière,Hainaut
6543,Lobbes,Bienne-lez-Happart,Hainaut
6560,Erquelinnes,Bersillies-L'Abbaye,Hainaut
6560,Erquelinnes,Grand-Reng,Hainaut
6560,Erquelinnes,Hantes-Wihéries,Hainaut
6560,Erquelinnes,Montignies-Saint-Christophe,Hainaut
6560,Erquelinnes,Solre-sur-Sambre,Hainaut
6567,Merbes-le-Château,Fontaine-Valmont,Hainaut
6567,Merbes-le-Château,Labuissière,Hainaut
6567,Merbes-le-Château,Merbes-Sainte-Marie,Hainaut
6591,Momignies,Macon,Hainaut
6592,Momignies,Monceau-Imbrechies,Hainaut
6593,Momignies,Macquenoise,Hainaut
6594,Momignies,Beauwelz,Hainaut
6596,Momignies,Forge-Philippe,Hainaut
6596,Momignies,Seloignes,Hainaut
6600,Bastogne,Longvilly,Luxembourg
6600,Bastogne,Noville,Luxembourg
6600,Bastogne,Villers-la-Bonne-Eau,Luxembourg
6600,Bastogne,Wardin,Luxembourg
6637,Fauvillers,Hollange,Luxembourg
6637,Fauvillers,Tintange,Luxembourg
6640,Vaux-sur-Sûre,Hompré,Luxembourg
6640,Vaux-sur-Sûre,Morhet,Luxembourg
6640,Vaux-sur-Sûre,Nives,Luxembourg
6640,Vaux-sur-Sûre,Sibret,Luxembourg
6640,Vaux-sur-Sûre,Vaux-lez-Rosières,Luxembourg
6642,Vaux-sur-Sûre,Juseret,Luxembourg
6660,Houffalize,Nadrin,Luxembourg
6661,Houffalize,Mont,Luxembourg
6661,Houffalize,Tailles,Luxembourg
6662,Houffalize,Tavigny,Luxembourg
6663,Houffalize,Mabompré,Luxembourg
6666,Houffalize,Wibrin,Luxembourg
6670,Gouvy,Limerlé,Luxembourg
6671,Gouvy,Bovigny,Luxembourg
6672,Gouvy,Beho,Luxembourg
